Region,ItemDescription,TransactionDate,Length8Foot,Length10Foot,Length12Foot,Length14Foot,Length16Foot,Length18Foot,Length20Foot
Central,2x4 #2,2024-12-06,355,285,285,360,380,315,315
Central,2x6 #2,2024-12-06,305,315,325,330,330,305,315
Central,2x8 #2,2024-12-06,300,300,305,305,320,295,310
Central,2x10 #2,2024-12-06,245,270,275,270,270,230,265
Central,2x12 #2,2024-12-06,280,355,375,395,495,450,710
East,2x4 #1,2024-12-06,415,370,360,410,435,400,395
East,2x6 #1,2024-12-06,420,390,390,390,420,345,400
East,2x8 #1,2024-12-06,420,405,410,355,380,345,400
East,2x10 #1,2024-12-06,380,385,415,365,430,315,670
East,2x12 #1,2024-12-06,555,455,475,460,580,530,1055
East,2x4 #2,2024-12-06,405,350,345,395,390,360,365
East,2x6 #2,2024-12-06,330,350,340,370,375,335,320
East,2x8 #2,2024-12-06,320,350,330,330,360,320,340
East,2x10 #2,2024-12-06,260,295,300,300,285,230,290
East,2x12 #2,2024-12-06,315,365,410,335,525,490,830
West,2x4 #1,2024-12-13,400,325,365,385,460,375,400
West,2x6 #1,2024-12-13,295,330,355,345,370,310,345
West,2x8 #1,2024-12-13,320,325,355,310,350,300,365
West,2x10 #1,2024-12-13,335,385,385,325,375,280,520
West,2x12 #1,2024-12-13,580,560,450,460,530,470,790
West,2x4 #2,2024-12-13,380,295,290,330,385,295,340
West,2x6 #2,2024-12-13,305,310,330,315,340,300,315
West,2x8 #2,2024-12-13,280,265,275,290,315,270,310
West,2x10 #2,2024-12-13,255,260,260,265,280,205,250
West,2x12 #2,2024-12-13,390,440,425,430,490,435,655
Central,2x4 #1,2024-12-13,395,320,340,380,410,350,375
Central,2x6 #1,2024-12-13,370,365,370,370,415,355,385
Central,2x8 #1,2024-12-13,340,370,360,330,370,330,425
Central,2x10 #1,2024-12-13,345,425,375,345,395,315,560
Central,2x12 #1,2024-12-13,525,495,525,470,565,565,915
Central,2x4 #2,2024-12-13,345,280,280,350,370,305,305
Central,2x6 #2,2024-12-13,315,325,335,340,340,310,325
Central,2x8 #2,2024-12-13,300,300,310,310,325,295,315
Central,2x10 #2,2024-12-13,245,270,275,270,270,235,265
Central,2x12 #2,2024-12-13,270,340,360,375,480,440,695
East,2x4 #1,2024-12-13,415,370,360,410,430,400,385
East,2x6 #1,2024-12-13,420,400,400,390,430,345,390
East,2x8 #1,2024-12-13,420,400,410,355,370,345,400
East,2x10 #1,2024-12-13,380,385,415,370,420,315,660
East,2x12 #1,2024-12-13,555,455,485,460,580,520,1065
East,2x4 #2,2024-12-13,400,355,345,395,380,355,360
East,2x6 #2,2024-12-13,330,355,345,370,380,335,320
East,2x8 #2,2024-12-13,320,345,330,330,360,315,335
East,2x10 #2,2024-12-13,260,295,300,300,285,230,290
East,2x12 #2,2024-12-13,305,355,400,320,510,480,820
West,2x4 #1,2024-12-20,405,330,370,390,465,380,405
West,2x6 #1,2024-12-20,315,350,375,365,390,330,365
West,2x8 #1,2024-12-20,335,340,370,325,365,315,380
West,2x10 #1,2024-12-20,345,395,395,335,385,290,510
West,2x12 #1,2024-12-20,565,545,435,445,515,460,780
West,2x4 #2,2024-12-20,385,305,300,340,400,305,350
West,2x6 #2,2024-12-20,325,330,350,335,360,320,335
West,2x8 #2,2024-12-20,295,280,290,305,330,285,325
West,2x10 #2,2024-12-20,265,270,270,275,290,215,260
West,2x12 #2,2024-12-20,370,420,405,410,470,415,635
Central,2x4 #1,2024-12-20,395,340,355,390,420,365,390
Central,2x6 #1,2024-12-20,370,385,390,390,415,375,395
Central,2x8 #1,2024-12-20,355,385,375,345,390,345,425
Central,2x10 #1,2024-12-20,355,435,385,355,405,325,570
Central,2x12 #1,2024-12-20,525,495,530,470,570,570,920
Central,2x4 #2,2024-12-20,355,300,295,355,380,315,320
Central,2x6 #2,2024-12-20,330,345,355,360,360,330,345
Central,2x8 #2,2024-12-20,315,315,325,325,340,310,330
Central,2x10 #2,2024-12-20,255,280,285,280,280,240,270
Central,2x12 #2,2024-12-20,270,340,360,365,470,435,690
East,2x4 #1,2024-12-20,425,385,375,420,435,405,385
East,2x6 #1,2024-12-20,435,400,415,405,440,355,375
East,2x8 #1,2024-12-20,430,400,410,355,380,340,385
East,2x10 #1,2024-12-20,380,390,415,370,420,315,635
East,2x12 #1,2024-12-20,555,455,485,460,580,505,1065
East,2x4 #2,2024-12-20,410,365,365,410,395,370,360
East,2x6 #2,2024-12-20,340,365,360,390,400,345,330
East,2x8 #2,2024-12-20,325,350,340,335,370,325,345
East,2x10 #2,2024-12-20,265,300,305,305,290,240,295
East,2x12 #2,2024-12-20,305,355,400,320,500,480,820
West,2x4 #1,2025-01-03,430,355,395,415,490,405,430
West,2x6 #1,2025-01-03,350,385,410,400,425,365,400
West,2x8 #1,2025-01-03,360,365,395,350,390,340,405
West,2x10 #1,2025-01-03,355,405,405,345,395,300,520
West,2x12 #1,2025-01-03,555,535,425,445,515,460,780
West,2x4 #2,2025-01-03,410,330,325,365,425,330,375
West,2x6 #2,2025-01-03,365,370,390,375,400,360,375
West,2x8 #2,2025-01-03,325,310,320,335,360,315,355
West,2x10 #2,2025-01-03,280,285,285,290,305,230,275
West,2x12 #2,2025-01-03,360,410,395,410,470,415,635
Central,2x4 #1,2025-01-03,415,365,375,410,435,385,410
Central,2x6 #1,2025-01-03,400,415,420,420,445,405,425
Central,2x8 #1,2025-01-03,380,410,400,370,415,365,440
Central,2x10 #1,2025-01-03,370,450,400,370,420,340,585
Central,2x12 #1,2025-01-03,525,495,530,470,570,570,920
Central,2x4 #2,2025-01-03,385,325,325,380,405,335,340
Central,2x6 #2,2025-01-03,360,380,390,395,395,365,375
Central,2x8 #2,2025-01-03,340,345,355,350,370,335,355
Central,2x10 #2,2025-01-03,275,295,300,300,300,255,285
Central,2x12 #2,2025-01-03,270,340,360,360,465,430,680
East,2x4 #1,2025-01-03,455,415,405,450,460,430,410
East,2x6 #1,2025-01-03,460,425,445,435,470,390,395
East,2x8 #1,2025-01-03,445,415,425,380,410,360,400
East,2x10 #1,2025-01-03,390,400,425,380,430,325,645
East,2x12 #1,2025-01-03,555,455,485,460,580,505,1065
East,2x4 #2,2025-01-03,440,395,400,445,425,405,390
East,2x6 #2,2025-01-03,370,395,395,420,430,375,360
East,2x8 #2,2025-01-03,350,375,365,360,400,350,370
East,2x10 #2,2025-01-03,280,320,320,320,310,255,310
East,2x12 #2,2025-01-03,305,355,405,320,500,480,820
West,2x4 #1,2025-01-10,440,365,405,425,500,415,440
West,2x6 #1,2025-01-10,370,400,425,420,445,385,415
West,2x8 #1,2025-01-10,370,375,405,360,400,350,415
West,2x10 #1,2025-01-10,360,410,410,350,400,305,525
West,2x12 #1,2025-01-10,545,525,415,435,515,460,780
West,2x4 #2,2025-01-10,420,340,335,375,435,340,385
West,2x6 #2,2025-01-10,365,385,410,395,415,380,390
West,2x8 #2,2025-01-10,340,325,335,350,375,330,370
West,2x10 #2,2025-01-10,285,290,290,295,310,235,280
West,2x12 #2,2025-01-10,350,400,385,410,480,425,645
Central,2x4 #1,2025-01-10,425,380,390,420,440,400,410
Central,2x6 #1,2025-01-10,400,420,430,430,450,415,430
Central,2x8 #1,2025-01-10,380,410,400,370,405,365,410
Central,2x10 #1,2025-01-10,350,425,375,345,395,315,560
Central,2x12 #1,2025-01-10,525,495,535,470,570,575,925
Central,2x4 #2,2025-01-10,400,340,340,390,410,340,350
Central,2x6 #2,2025-01-10,370,395,400,405,410,375,385
Central,2x8 #2,2025-01-10,350,350,360,360,375,335,355
Central,2x10 #2,2025-01-10,280,295,305,300,305,260,295
Central,2x12 #2,2025-01-10,270,340,360,360,465,430,680
East,2x4 #1,2025-01-10,470,435,425,470,470,440,410
East,2x6 #1,2025-01-10,470,430,455,450,485,405,420
East,2x8 #1,2025-01-10,455,415,435,390,420,370,405
East,2x10 #1,2025-01-10,395,405,435,390,430,330,645
East,2x12 #1,2025-01-10,555,455,480,460,570,505,1065
East,2x4 #2,2025-01-10,455,415,415,465,440,420,400
East,2x6 #2,2025-01-10,385,410,410,435,445,390,375
East,2x8 #2,2025-01-10,355,380,375,370,410,360,375
East,2x10 #2,2025-01-10,285,325,330,330,320,265,315
East,2x12 #2,2025-01-10,305,355,405,320,490,480,820
West,2x4 #1,2025-01-17,440,365,405,425,500,415,440
West,2x6 #1,2025-01-17,375,405,430,425,450,390,420
West,2x8 #1,2025-01-17,370,375,405,360,400,350,415
West,2x10 #1,2025-01-17,360,410,410,350,400,305,525
West,2x12 #1,2025-01-17,530,510,415,425,505,460,780
West,2x4 #2,2025-01-17,420,340,335,375,435,340,385
West,2x6 #2,2025-01-17,370,390,415,400,420,385,395
West,2x8 #2,2025-01-17,340,325,335,350,375,330,370
West,2x10 #2,2025-01-17,285,290,290,295,310,235,280
West,2x12 #2,2025-01-17,340,390,375,410,490,435,645
Central,2x4 #1,2025-01-17,425,395,400,430,440,410,410
Central,2x6 #1,2025-01-17,400,425,430,430,455,415,435
Central,2x8 #1,2025-01-17,380,410,400,370,405,365,395
Central,2x10 #1,2025-01-17,350,425,380,350,400,320,565
Central,2x12 #1,2025-01-17,525,495,535,470,570,575,925
Central,2x4 #2,2025-01-17,405,350,350,390,410,345,355
Central,2x6 #2,2025-01-17,370,395,390,405,400,375,385
Central,2x8 #2,2025-01-17,345,345,355,360,370,330,355
Central,2x10 #2,2025-01-17,280,295,305,300,305,260,295
Central,2x12 #2,2025-01-17,270,340,360,360,455,430,665
East,2x4 #1,2025-01-17,480,445,440,485,475,445,410
East,2x6 #1,2025-01-17,480,435,465,455,495,420,430
East,2x8 #1,2025-01-17,455,405,435,390,420,375,405
East,2x10 #1,2025-01-17,385,405,440,390,420,330,645
East,2x12 #1,2025-01-17,555,455,465,450,555,505,1065
East,2x4 #2,2025-01-17,465,425,425,480,445,425,400
East,2x6 #2,2025-01-17,390,415,415,440,445,400,385
East,2x8 #2,2025-01-17,355,380,375,370,410,360,380
East,2x10 #2,2025-01-17,290,325,335,335,325,275,315
East,2x12 #2,2025-01-17,305,350,395,320,475,465,805
West,2x4 #1,2025-01-24,435,360,400,420,495,410,435
West,2x6 #1,2025-01-24,370,400,425,420,445,385,415
West,2x8 #1,2025-01-24,360,365,395,350,390,340,405
West,2x10 #1,2025-01-24,350,400,400,340,390,295,515
West,2x12 #1,2025-01-24,525,505,410,420,500,455,775
West,2x4 #2,2025-01-24,415,335,340,370,430,335,380
West,2x6 #2,2025-01-24,365,380,410,390,410,380,385
West,2x8 #2,2025-01-24,335,320,325,340,365,325,360
West,2x10 #2,2025-01-24,280,285,285,290,305,230,275
West,2x12 #2,2025-01-24,335,385,370,405,485,430,640
Central,2x4 #1,2025-01-24,425,395,400,430,440,410,405
Central,2x6 #1,2025-01-24,385,415,420,420,445,405,425
Central,2x8 #1,2025-01-24,370,400,390,365,400,360,385
Central,2x10 #1,2025-01-24,350,425,380,350,400,320,565
Central,2x12 #1,2025-01-24,510,495,535,470,555,570,925
Central,2x4 #2,2025-01-24,400,350,345,380,405,345,355
Central,2x6 #2,2025-01-24,355,380,375,385,385,365,375
Central,2x8 #2,2025-01-24,335,335,345,350,360,315,345
Central,2x10 #2,2025-01-24,280,295,305,300,305,260,295
Central,2x12 #2,2025-01-24,270,335,350,350,450,420,655
East,2x4 #1,2025-01-24,480,445,430,480,465,435,400
East,2x6 #1,2025-01-24,470,430,460,440,495,415,440
East,2x8 #1,2025-01-24,450,385,425,390,415,370,395
East,2x10 #1,2025-01-24,375,395,430,390,420,325,630
East,2x12 #1,2025-01-24,555,455,450,430,530,490,1060
East,2x4 #2,2025-01-24,465,425,415,470,440,425,390
East,2x6 #2,2025-01-24,375,405,405,430,430,395,380
East,2x8 #2,2025-01-24,345,365,365,365,400,360,375
East,2x10 #2,2025-01-24,290,315,325,330,325,270,310
East,2x12 #2,2025-01-24,295,335,375,310,450,450,785
West,2x4 #1,2025-01-31,425,350,390,410,485,400,425
West,2x6 #1,2025-01-31,365,395,420,415,440,380,410
West,2x8 #1,2025-01-31,355,360,390,345,385,335,400
West,2x10 #1,2025-01-31,340,390,390,330,380,290,510
West,2x12 #1,2025-01-31,520,500,405,415,490,445,765
West,2x4 #2,2025-01-31,400,325,330,365,415,325,365
West,2x6 #2,2025-01-31,360,370,405,385,405,370,375
West,2x8 #2,2025-01-31,330,315,320,335,360,320,355
West,2x10 #2,2025-01-31,275,280,280,285,300,225,270
West,2x12 #2,2025-01-31,330,380,365,400,480,425,635
Central,2x4 #1,2025-01-31,425,395,395,425,435,405,395
Central,2x6 #1,2025-01-31,370,400,405,405,430,390,410
Central,2x8 #1,2025-01-31,355,385,375,355,380,350,370
Central,2x10 #1,2025-01-31,350,425,380,350,400,310,555
Central,2x12 #1,2025-01-31,475,495,515,470,545,570,925
Central,2x4 #2,2025-01-31,395,340,345,370,400,340,345
Central,2x6 #2,2025-01-31,345,365,360,370,365,350,355
Central,2x8 #2,2025-01-31,315,320,325,335,345,300,330
Central,2x10 #2,2025-01-31,275,290,300,295,300,260,290
Central,2x12 #2,2025-01-31,265,325,335,340,445,410,650
East,2x4 #1,2025-01-31,470,435,430,475,450,430,390
East,2x6 #1,2025-01-31,460,420,455,425,480,415,440
East,2x8 #1,2025-01-31,440,375,415,385,405,365,385
East,2x10 #1,2025-01-31,375,385,430,390,420,315,620
East,2x12 #1,2025-01-31,545,445,440,420,515,475,1060
East,2x4 #2,2025-01-31,455,415,405,460,430,415,380
East,2x6 #2,2025-01-31,365,390,395,415,415,385,370
East,2x8 #2,2025-01-31,335,355,355,355,385,350,365
East,2x10 #2,2025-01-31,290,315,325,330,325,270,310
East,2x12 #2,2025-01-31,290,320,355,300,425,435,760
West,2x4 #1,2025-02-07,425,360,400,415,490,405,430
West,2x6 #1,2025-02-07,370,400,425,420,445,385,415
West,2x8 #1,2025-02-07,355,360,390,345,385,335,400
West,2x10 #1,2025-02-07,340,390,390,330,380,290,510
West,2x12 #1,2025-02-07,515,510,400,420,490,440,770
West,2x4 #2,2025-02-07,395,335,340,375,405,335,370
West,2x6 #2,2025-02-07,365,375,410,390,410,375,380
West,2x8 #2,2025-02-07,330,315,320,335,360,320,355
West,2x10 #2,2025-02-07,275,280,280,285,300,235,270
West,2x12 #2,2025-02-07,325,375,360,405,485,435,640
Central,2x4 #1,2025-02-07,440,405,410,435,445,420,395
Central,2x6 #1,2025-02-07,380,410,410,410,435,400,420
Central,2x8 #1,2025-02-07,355,390,380,365,380,350,370
Central,2x10 #1,2025-02-07,355,430,385,355,405,315,560
Central,2x12 #1,2025-02-07,475,495,520,460,545,575,930
Central,2x4 #2,2025-02-07,400,355,350,380,410,350,355
Central,2x6 #2,2025-02-07,350,375,365,370,370,355,365
Central,2x8 #2,2025-02-07,315,320,325,345,345,300,330
Central,2x10 #2,2025-02-07,275,295,305,300,305,265,295
Central,2x12 #2,2025-02-07,265,325,335,340,440,400,645
East,2x4 #1,2025-02-07,480,450,440,490,460,430,395
East,2x6 #1,2025-02-07,465,425,470,435,490,420,450
East,2x8 #1,2025-02-07,450,380,425,395,420,370,385
East,2x10 #1,2025-02-07,380,395,445,400,435,320,620
East,2x12 #1,2025-02-07,545,450,450,420,520,475,1060
East,2x4 #2,2025-02-07,465,430,415,475,440,415,380
East,2x6 #2,2025-02-07,375,400,405,430,425,385,375
East,2x8 #2,2025-02-07,345,360,365,365,395,355,370
East,2x10 #2,2025-02-07,300,325,335,340,335,280,320
East,2x12 #2,2025-02-07,290,320,355,310,425,430,755
West,2x4 #1,2025-02-14,430,365,405,420,495,410,435
West,2x6 #1,2025-02-14,375,405,430,425,450,390,420
West,2x8 #1,2025-02-14,355,360,390,345,385,335,400
West,2x10 #1,2025-02-14,340,390,390,330,380,290,510
West,2x12 #1,2025-02-14,515,510,400,420,490,440,770
West,2x4 #2,2025-02-14,400,345,350,380,410,345,375
West,2x6 #2,2025-02-14,375,385,420,400,415,380,385
West,2x8 #2,2025-02-14,335,315,325,340,365,320,355
West,2x10 #2,2025-02-14,275,280,280,285,300,235,270
West,2x12 #2,2025-02-14,325,375,360,405,485,435,640
Central,2x4 #1,2025-02-14,450,415,420,450,460,420,405
Central,2x6 #1,2025-02-14,385,415,420,420,445,410,425
Central,2x8 #1,2025-02-14,355,395,380,370,380,360,380
Central,2x10 #1,2025-02-14,360,440,390,365,410,320,550
Central,2x12 #1,2025-02-14,475,495,515,460,545,575,935
Central,2x4 #2,2025-02-14,405,365,360,390,420,360,360
Central,2x6 #2,2025-02-14,355,380,370,375,375,360,365
Central,2x8 #2,2025-02-14,320,320,325,345,345,305,330
Central,2x10 #2,2025-02-14,280,295,305,300,305,265,295
Central,2x12 #2,2025-02-14,275,325,335,340,440,400,645
East,2x4 #1,2025-02-14,490,465,450,505,475,440,405
East,2x6 #1,2025-02-14,475,430,475,445,490,420,460
East,2x8 #1,2025-02-14,450,380,430,395,425,370,390
East,2x10 #1,2025-02-14,385,395,450,405,440,330,600
East,2x12 #1,2025-02-14,545,450,450,420,510,470,1060
East,2x4 #2,2025-02-14,475,440,425,490,450,420,385
East,2x6 #2,2025-02-14,375,405,410,435,430,390,380
East,2x8 #2,2025-02-14,350,365,370,370,400,355,375
East,2x10 #2,2025-02-14,305,335,345,350,345,290,330
East,2x12 #2,2025-02-14,290,325,355,310,425,425,745
West,2x4 #1,2025-02-21,435,370,410,425,500,415,440
West,2x6 #1,2025-02-21,385,405,435,425,450,395,420
West,2x8 #1,2025-02-21,355,360,390,345,385,335,400
West,2x10 #1,2025-02-21,340,390,390,330,380,290,510
West,2x12 #1,2025-02-21,515,510,400,420,490,440,770
West,2x4 #2,2025-02-21,405,350,355,385,415,350,380
West,2x6 #2,2025-02-21,380,390,425,405,420,385,390
West,2x8 #2,2025-02-21,335,315,325,340,365,320,355
West,2x10 #2,2025-02-21,275,280,280,285,300,235,270
West,2x12 #2,2025-02-21,325,375,360,405,485,435,640
Central,2x4 #1,2025-02-21,460,425,430,460,470,420,415
Central,2x6 #1,2025-02-21,390,415,420,420,445,410,430
Central,2x8 #1,2025-02-21,360,395,380,375,375,365,380
Central,2x10 #1,2025-02-21,360,440,395,365,410,325,550
Central,2x12 #1,2025-02-21,475,495,515,460,540,585,935
Central,2x4 #2,2025-02-21,410,375,365,400,420,365,365
Central,2x6 #2,2025-02-21,355,385,375,375,375,370,365
Central,2x8 #2,2025-02-21,320,325,325,350,345,305,330
Central,2x10 #2,2025-02-21,280,295,305,300,305,265,295
Central,2x12 #2,2025-02-21,285,325,335,340,430,400,645
East,2x4 #1,2025-02-21,505,480,460,515,485,450,415
East,2x6 #1,2025-02-21,475,430,475,450,490,420,460
East,2x8 #1,2025-02-21,450,380,430,395,430,370,390
East,2x10 #1,2025-02-21,390,395,460,410,450,335,585
East,2x12 #1,2025-02-21,545,450,450,420,510,470,1060
East,2x4 #2,2025-02-21,485,450,435,500,460,425,395
East,2x6 #2,2025-02-21,375,405,410,435,430,390,380
East,2x8 #2,2025-02-21,350,365,370,370,400,355,375
East,2x10 #2,2025-02-21,315,335,345,355,345,290,330
East,2x12 #2,2025-02-21,290,325,355,310,425,425,730
West,2x4 #1,2025-02-28,440,375,415,430,505,420,445
West,2x6 #1,2025-02-28,385,405,435,425,450,395,420
West,2x8 #1,2025-02-28,355,360,390,345,385,335,400
West,2x10 #1,2025-02-28,340,390,390,330,380,290,510
West,2x12 #1,2025-02-28,515,510,400,420,490,440,770
West,2x4 #2,2025-02-28,410,355,360,390,420,355,385
West,2x6 #2,2025-02-28,380,390,425,405,420,385,390
West,2x8 #2,2025-02-28,335,315,325,340,365,320,355
West,2x10 #2,2025-02-28,275,280,280,285,300,235,270
West,2x12 #2,2025-02-28,325,375,360,405,485,435,640
Central,2x4 #1,2025-02-28,460,435,430,470,470,420,415
Central,2x6 #1,2025-02-28,390,415,420,420,445,410,430
Central,2x8 #1,2025-02-28,365,395,385,380,375,365,375
Central,2x10 #1,2025-02-28,360,440,400,365,410,325,550
Central,2x12 #1,2025-02-28,475,495,520,465,530,590,935
Central,2x4 #2,2025-02-28,410,375,370,405,410,370,375
Central,2x6 #2,2025-02-28,355,385,375,375,375,370,365
Central,2x8 #2,2025-02-28,320,325,325,350,345,310,330
Central,2x10 #2,2025-02-28,280,295,305,300,305,275,295
Central,2x12 #2,2025-02-28,295,325,335,340,430,400,645
East,2x4 #1,2025-02-28,505,480,460,515,485,450,420
East,2x6 #1,2025-02-28,475,430,475,450,485,420,460
East,2x8 #1,2025-02-28,445,370,430,395,430,365,390
East,2x10 #1,2025-02-28,390,385,450,410,450,335,580
East,2x12 #1,2025-02-28,535,440,440,420,500,470,1055
East,2x4 #2,2025-02-28,485,450,435,500,460,425,395
East,2x6 #2,2025-02-28,370,405,410,435,425,390,380
East,2x8 #2,2025-02-28,350,360,370,370,395,350,370
East,2x10 #2,2025-02-28,315,330,345,355,345,295,330
East,2x12 #2,2025-02-28,290,325,350,310,420,420,710
West,2x4 #1,2025-03-07,440,375,415,430,505,420,445
West,2x6 #1,2025-03-07,385,405,435,425,450,395,420
West,2x8 #1,2025-03-07,355,360,390,345,385,335,400
West,2x10 #1,2025-03-07,340,390,390,330,380,290,510
West,2x12 #1,2025-03-07,515,510,400,420,490,440,770
West,2x4 #2,2025-03-07,415,360,365,395,425,360,390
West,2x6 #2,2025-03-07,380,390,425,405,420,385,390
West,2x8 #2,2025-03-07,335,315,325,340,365,320,355
West,2x10 #2,2025-03-07,275,280,280,285,300,235,270
West,2x12 #2,2025-03-07,325,375,360,405,485,435,640
Central,2x4 #1,2025-03-07,470,435,440,470,475,420,415
Central,2x6 #1,2025-03-07,390,420,425,410,450,415,435
Central,2x8 #1,2025-03-07,370,395,390,385,380,365,370
Central,2x10 #1,2025-03-07,360,445,405,370,415,330,555
Central,2x12 #1,2025-03-07,480,500,510,470,525,595,920
Central,2x4 #2,2025-03-07,415,385,385,410,420,375,390
Central,2x6 #2,2025-03-07,355,385,375,375,375,370,370
Central,2x8 #2,2025-03-07,320,325,325,350,335,310,330
Central,2x10 #2,2025-03-07,285,295,305,300,310,275,295
Central,2x12 #2,2025-03-07,305,325,335,340,430,405,650
East,2x4 #1,2025-03-07,510,490,465,525,490,455,425
East,2x6 #1,2025-03-07,475,430,475,455,485,420,460
East,2x8 #1,2025-03-07,445,370,430,395,430,365,390
East,2x10 #1,2025-03-07,385,390,460,410,450,335,580
East,2x12 #1,2025-03-07,535,440,440,420,500,470,1055
East,2x4 #2,2025-03-07,495,460,440,505,470,425,395
East,2x6 #2,2025-03-07,370,405,410,435,425,390,380
East,2x8 #2,2025-03-07,350,355,370,370,390,340,360
East,2x10 #2,2025-03-07,315,325,345,355,345,295,330
East,2x12 #2,2025-03-07,290,325,350,310,415,415,700
West,2x4 #1,2025-03-14,440,390,420,435,505,425,450
West,2x6 #1,2025-03-14,385,405,435,425,450,395,420
West,2x8 #1,2025-03-14,355,360,390,345,385,335,400
West,2x10 #1,2025-03-14,340,390,390,330,380,290,510
West,2x12 #1,2025-03-14,515,510,400,420,490,440,770
West,2x4 #2,2025-03-14,420,370,375,400,430,370,395
West,2x6 #2,2025-03-14,380,390,425,405,420,385,390
West,2x8 #2,2025-03-14,335,315,325,340,365,320,355
West,2x10 #2,2025-03-14,275,280,280,285,300,235,270
West,2x12 #2,2025-03-14,325,375,360,405,485,435,640
Central,2x4 #1,2025-03-14,475,440,445,475,475,430,425
Central,2x6 #1,2025-03-14,390,420,425,420,440,410,430
Central,2x8 #1,2025-03-14,370,395,390,385,380,360,370
Central,2x10 #1,2025-03-14,360,445,405,370,415,325,535
Central,2x12 #1,2025-03-14,490,510,485,450,525,595,930
Central,2x4 #2,2025-03-14,425,390,395,415,430,380,395
Central,2x6 #2,2025-03-14,355,380,370,370,370,370,370
Central,2x8 #2,2025-03-14,325,325,325,350,335,310,335
Central,2x10 #2,2025-03-14,295,295,310,310,310,275,295
Central,2x12 #2,2025-03-14,305,325,345,340,430,405,650
East,2x4 #1,2025-03-14,525,500,470,530,500,460,435
East,2x6 #1,2025-03-14,465,420,465,445,475,410,460
East,2x8 #1,2025-03-14,445,360,430,395,420,360,385
East,2x10 #1,2025-03-14,390,400,460,415,440,335,570
East,2x12 #1,2025-03-14,535,440,440,415,495,470,1045
East,2x4 #2,2025-03-14,505,460,445,495,480,430,405
East,2x6 #2,2025-03-14,360,390,395,420,410,375,365
East,2x8 #2,2025-03-14,350,350,365,365,380,340,360
East,2x10 #2,2025-03-14,320,330,350,360,350,300,335
East,2x12 #2,2025-03-14,290,325,350,310,415,405,680
West,2x4 #1,2025-03-21,445,405,425,440,515,435,455
West,2x6 #1,2025-03-21,380,400,430,420,445,390,415
West,2x8 #1,2025-03-21,355,360,390,345,385,335,400
West,2x10 #1,2025-03-21,345,395,395,335,385,295,515
West,2x12 #1,2025-03-21,515,510,400,420,490,440,770
West,2x4 #2,2025-03-21,430,380,390,410,440,380,405
West,2x6 #2,2025-03-21,375,380,415,400,415,380,385
West,2x8 #2,2025-03-21,335,315,325,340,365,320,355
West,2x10 #2,2025-03-21,285,290,290,295,310,245,280
West,2x12 #2,2025-03-21,325,375,360,405,485,435,640
Central,2x4 #1,2025-03-21,475,445,450,480,480,435,425
Central,2x6 #1,2025-03-21,380,410,425,420,430,405,425
Central,2x8 #1,2025-03-21,370,395,390,390,380,360,375
Central,2x10 #1,2025-03-21,355,435,405,380,415,325,535
Central,2x12 #1,2025-03-21,500,520,475,440,515,595,945
Central,2x4 #2,2025-03-21,435,400,400,425,435,385,400
Central,2x6 #2,2025-03-21,355,375,365,365,365,370,365
Central,2x8 #2,2025-03-21,325,330,330,350,335,310,340
Central,2x10 #2,2025-03-21,305,305,315,320,320,280,300
Central,2x12 #2,2025-03-21,310,325,350,340,430,405,650
East,2x4 #1,2025-03-21,525,500,480,535,515,465,445
East,2x6 #1,2025-03-21,450,405,455,435,460,410,460
East,2x8 #1,2025-03-21,435,355,430,390,410,360,375
East,2x10 #1,2025-03-21,395,405,460,420,440,345,580
East,2x12 #1,2025-03-21,535,440,440,415,485,470,1045
East,2x4 #2,2025-03-21,505,460,445,495,490,435,410
East,2x6 #2,2025-03-21,350,370,380,400,395,365,355
East,2x8 #2,2025-03-21,350,345,365,365,375,335,355
East,2x10 #2,2025-03-21,330,345,365,370,365,310,345
East,2x12 #2,2025-03-21,290,325,350,310,415,395,680
West,2x4 #1,2025-03-28,455,415,435,450,525,445,465
West,2x6 #1,2025-03-28,375,395,430,420,445,390,415
West,2x8 #1,2025-03-28,365,370,400,355,395,345,410
West,2x10 #1,2025-03-28,360,410,410,350,400,310,525
West,2x12 #1,2025-03-28,530,525,415,435,505,455,785
West,2x4 #2,2025-03-28,440,390,400,420,450,390,415
West,2x6 #2,2025-03-28,355,360,395,380,395,360,365
West,2x8 #2,2025-03-28,335,315,325,340,365,320,355
West,2x10 #2,2025-03-28,295,300,300,305,320,255,290
West,2x12 #2,2025-03-28,330,380,365,410,490,440,645
Central,2x4 #1,2025-03-28,480,450,455,485,485,440,430
Central,2x6 #1,2025-03-28,370,400,415,410,420,400,420
Central,2x8 #1,2025-03-28,370,395,390,390,380,360,375
Central,2x10 #1,2025-03-28,360,440,410,385,420,330,540
Central,2x12 #1,2025-03-28,500,520,475,440,515,595,945
Central,2x4 #2,2025-03-28,440,405,405,430,440,390,405
Central,2x6 #2,2025-03-28,345,365,355,355,355,360,355
Central,2x8 #2,2025-03-28,325,330,330,350,335,310,340
Central,2x10 #2,2025-03-28,320,320,330,335,335,295,315
Central,2x12 #2,2025-03-28,310,325,350,340,430,405,650
East,2x4 #1,2025-03-28,535,510,490,545,525,475,455
East,2x6 #1,2025-03-28,435,390,440,420,445,395,445
East,2x8 #1,2025-03-28,435,355,430,390,410,360,375
